,index,Id,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,split
1707,1729,1925,535177110,20,RL,80.0,9736,Pave,NA,3,Lvl,3,Inside,2,NAmes,Feedr,Norm,1Fam,1Story,6,6,1957,1969,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,289.0,2,2,CBlock,4,4,2,5,668.0,4,138.0,525.0,1331.0,GasA,3,Y,3.0,1721,0,0,1721,0.0,0.0,1,0,4,1,2,8,7,3,4,Attchd,1957.0,3,2.0,464.0,2,2,2,0,0,0,0,0,0,0,0,NA,0,4,2007,WD ,174850.0,Train
1708,1730,415,527455050,160,RL,24.0,2364,Pave,NA,3,Lvl,3,Inside,2,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,2,2,CBlock,5,4,2,6,320.0,2,0.0,484.0,804.0,GasA,2,Y,3.0,804,744,0,1548,0.0,1.0,2,1,3,1,2,7,7,1,4,Detchd,1978.0,3,2.0,440.0,2,2,2,108,0,0,0,0,0,0,0,NA,0,7,2009,WD ,147000.0,Train
1709,1731,78,531452020,120,RL,55.0,7892,Pave,NA,3,Lvl,3,Inside,2,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,5,4,2,2,0.0,2,0.0,918.0,918.0,GasA,2,Y,3.0,918,0,0,918,0.0,0.0,2,0,2,1,2,5,7,1,4,Attchd,1979.0,3,1.0,264.0,2,2,2,28,0,0,0,0,0,0,0,NA,0,4,2010,WD ,99500.0,Train
1710,1732,428,528108040,60,RL,95.0,12350,Pave,NA,3,Lvl,3,Inside,2,NridgHt,Norm,Norm,1Fam,2Story,9,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,6,4,2,7,986.0,2,0.0,379.0,1365.0,GasA,4,Y,3.0,1365,1325,0,2690,1.0,0.0,2,1,3,1,4,8,7,1,5,Attchd,2009.0,3,3.0,864.0,2,2,2,0,197,0,0,0,0,0,0,NA,0,7,2009,New,398800.0,Train
1711,1733,1756,528280110,60,RL,62.0,7917,Pave,NA,3,Lvl,3,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,6,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,5,4,2,2,0.0,2,0.0,953.0,953.0,GasA,4,Y,3.0,953,694,0,1647,0.0,0.0,2,1,3,1,2,7,7,1,4,Attchd,1999.0,3,2.0,460.0,2,2,2,0,40,0,0,0,0,0,0,NA,0,8,2007,WD ,175000.0,Train
1712,1734,1280,535456100,20,RL,60.0,7200,Pave,NA,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,4,4,2,2,0.0,2,0.0,825.0,825.0,GasA,2,Y,2.0,825,0,0,825,0.0,1.0,1,0,2,1,2,4,7,0,0,Attchd,1954.0,3,1.0,350.0,2,2,2,0,0,0,0,0,0,0,0,NA,0,7,2008,WD ,109500.0,Train
1713,1735,1928,535181030,20,RL,6672.375821182141,12155,Pave,NA,0,Lvl,3,Inside,2,NAmes,PosN,Norm,1Fam,1Story,6,3,1970,1970,Gable,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,5,4,2,3,1237.0,2,0.0,420.0,1657.0,GasA,3,Y,3.0,1657,0,0,1657,0.0,1.0,2,0,3,1,2,7,7,1,4,Attchd,1970.0,3,2.0,484.0,2,2,2,0,0,0,0,147,0,0,0,NA,0,3,2007,WD ,163500.0,Train
1714,1736,2671,903200050,30,RL,4087.103507939492,7446,Pave,NA,3,Lvl,3,Corner,2,BrkSide,Feedr,Norm,1Fam,1Story,4,5,1941,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,2,2,CBlock,4,4,2,4,266.0,2,0.0,522.0,788.0,GasA,2,Y,2.0,788,0,0,788,0.0,0.0,1,0,2,1,2,4,7,2,4,NA,1980.0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,2,NA,0,4,2006,WD ,100000.0,Train
1715,1737,2501,533125120,60,RL,105.0,11025,Pave,NA,3,HLS,3,Inside,1,NoRidge,Norm,Norm,1Fam,2Story,8,5,1992,1993,Gable,CompShg,HdBoard,ImStucc,BrkFace,692.0,3,2,PConc,6,4,4,7,1118.0,2,0.0,216.0,1334.0,GasA,4,Y,3.0,1520,1306,0,2826,1.0,0.0,2,1,3,1,3,9,7,3,4,Attchd,1992.0,3,3.0,888.0,2,2,2,177,208,186,0,0,0,0,0,NA,0,10,2006,WD ,334000.0,Train
1716,1738,225,905106170,20,RL,65.0,7832,Pave,NA,3,Lvl,3,Inside,2,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,4,4,2,7,775.0,2,0.0,89.0,864.0,GasA,4,Y,3.0,864,0,0,864,1.0,0.0,1,0,2,1,2,4,7,0,0,Detchd,1969.0,3,1.0,280.0,2,2,2,226,0,0,0,0,0,0,0,NA,0,5,2010,WD ,137250.0,Train
1717,1739,2317,527108010,60,RL,134.0,19378,Pave,NA,2,HLS,3,Corner,2,Gilbert,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,456.0,3,2,PConc,5,4,3,7,57.0,2,0.0,1335.0,1392.0,GasA,4,Y,3.0,1392,1070,0,2462,1.0,0.0,2,1,4,1,3,9,7,1,5,Attchd,2006.0,3,2.0,576.0,2,2,2,239,132,0,168,0,0,0,0,NA,0,3,2006,New,320000.0,Train
1718,1740,160,535401080,20,RL,5395.935360725747,9830,Pave,NA,2,Lvl,3,Corner,2,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,CBlock,4,4,2,6,72.0,4,258.0,733.0,1063.0,GasA,4,Y,3.0,1287,0,0,1287,1.0,0.0,1,0,3,1,3,7,7,1,5,Detchd,1997.0,4,2.0,576.0,2,2,2,364,17,0,0,182,0,0,0,NA,0,3,2010,WD ,162000.0,Train
1719,1741,100,533213030,20,FV,2416.476273028177,4403,Pave,NA,1,Lvl,3,Inside,2,Somerst,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,MetalSd,MetalSd,Stone,432.0,4,2,PConc,6,4,3,7,578.0,2,0.0,892.0,1470.0,GasA,4,Y,3.0,1478,0,0,1478,1.0,0.0,2,1,2,1,3,7,7,1,5,Attchd,2009.0,4,2.0,484.0,2,2,2,0,144,0,0,0,0,0,0,NA,0,6,2010,New,222000.0,Train
1720,1742,482,528250040,60,RL,4486.780348890999,8174,Pave,NA,2,Lvl,3,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,5,4,2,7,494.0,2,0.0,204.0,698.0,GasA,4,Y,3.0,698,644,0,1342,1.0,0.0,2,1,3,1,3,7,7,1,4,Attchd,2003.0,4,2.0,393.0,2,2,2,100,56,0,0,0,0,0,0,NA,0,5,2009,WD ,178000.0,Train
1721,1743,177,902128170,30,RM,60.0,7200,Pave,NA,3,Lvl,3,Corner,2,OldTown,Norm,Norm,1Fam,1Story,5,7,1940,1992,Gable,CompShg,MetalSd,MetalSd,Stone,294.0,2,3,CBlock,4,4,2,5,510.0,2,0.0,278.0,788.0,GasA,2,Y,3.0,804,0,0,804,1.0,0.0,1,0,2,1,3,4,7,2,5,Attchd,1940.0,3,1.0,240.0,2,2,2,0,0,154,0,0,0,0,3,NA,0,2,2010,WD ,119000.0,Train
1722,1744,1971,535477130,60,RL,69.0,7590,Pave,NA,3,Lvl,3,Inside,2,NAmes,PosN,Norm,1Fam,2Story,5,5,1962,1962,Gable,CompShg,VinylSd,VinylSd,BrkFace,288.0,2,2,CBlock,4,4,2,6,540.0,2,0.0,324.0,864.0,GasA,2,Y,3.0,876,936,0,1812,0.0,0.0,2,0,4,1,2,8,7,1,4,Attchd,1962.0,3,1.0,264.0,2,2,2,0,168,0,0,0,0,0,0,NA,0,7,2007,WD ,169500.0,Train
1723,1745,484,528275070,60,RL,4827.71347832903,8795,Pave,NA,2,Lvl,3,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,5,4,2,7,300.0,2,0.0,652.0,952.0,GasA,4,Y,3.0,980,1276,0,2256,0.0,0.0,2,1,4,1,3,8,7,1,4,BuiltIn,2000.0,4,2.0,554.0,2,2,2,224,54,0,0,0,0,0,0,NA,0,4,2009,WD ,236000.0,Train
1724,1746,1561,911370490,120,RM,44.0,3843,Pave,NA,2,HLS,3,Inside,1,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,4,2,PConc,6,4,4,7,1476.0,2,0.0,120.0,1596.0,GasA,4,Y,3.0,1648,0,0,1648,1.0,1.0,2,0,2,1,4,5,7,1,5,Attchd,2007.0,4,2.0,525.0,2,2,2,162,53,0,153,0,0,0,0,NA,0,8,2008,New,294464.0,Train
1725,1747,992,526354070,60,RL,85.0,11075,Pave,NA,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,2Story,6,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,3,4,3,6,500.0,3,276.0,176.0,952.0,GasA,2,Y,3.0,1092,1020,0,2112,0.0,0.0,2,1,4,1,2,9,7,2,5,Attchd,1969.0,3,2.0,576.0,2,2,2,280,0,0,0,0,0,0,0,NA,0,6,2008,WD ,206900.0,Train
1726,1748,73,531367050,60,RL,76.0,10142,Pave,NA,2,Lvl,3,Inside,2,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,5,4,2,7,656.0,2,0.0,300.0,956.0,GasA,4,Y,3.0,956,1128,0,2084,1.0,0.0,2,1,4,1,3,8,7,0,0,BuiltIn,2004.0,3,2.0,618.0,2,2,2,0,45,0,0,0,0,0,0,NA,0,1,2010,WD ,233000.0,Train
1727,1749,2646,902110130,30,RM,56.0,7741,Pave,Grvl,3,Lvl,3,Inside,2,OldTown,Norm,Norm,1Fam,1Story,6,5,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,BrkTil,4,3,2,5,143.0,4,72.0,817.0,1032.0,GasA,3,N,2.0,1032,0,0,1032,0.0,0.0,1,0,2,1,2,5,7,0,0,Detchd,1995.0,3,1.0,280.0,2,2,2,0,0,112,0,0,0,0,3,NA,0,6,2006,COD,108000.0,Train
1728,1750,994,527106050,60,RL,65.0,8139,Pave,NA,3,Lvl,3,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,119.0,2,2,PConc,5,4,2,6,476.0,2,0.0,204.0,680.0,GasA,3,Y,3.0,680,790,0,1470,0.0,0.0,2,1,3,1,2,7,7,1,4,BuiltIn,1995.0,4,2.0,420.0,2,2,2,192,49,0,0,0,0,0,0,NA,0,10,2008,WD ,165000.0,Train
1729,1751,2138,907200270,20,RL,45.0,8982,Pave,NA,2,Lvl,3,CulDSac,2,CollgCr,Norm,Norm,1Fam,1Story,5,5,1977,1977,Gable,CompShg,CemntBd,CmentBd,None,0.0,2,2,CBlock,5,4,3,6,539.0,2,0.0,501.0,1040.0,GasA,2,Y,3.0,1040,0,0,1040,0.0,0.0,1,1,3,1,2,5,7,0,0,Detchd,1977.0,3,2.0,748.0,2,2,2,0,0,0,0,0,0,0,3,NA,0,1,2007,WD ,134900.0,Train
1730,1752,2013,903231050,45,RM,51.0,6120,Pave,NA,3,Lvl,3,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Unf,5,7,1939,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,2,BrkTil,4,4,2,2,0.0,2,0.0,884.0,884.0,GasA,4,Y,3.0,884,0,0,884,0.0,0.0,1,0,2,1,2,5,7,0,0,Detchd,1939.0,3,1.0,240.0,2,2,2,0,0,136,0,0,0,0,3,NA,0,7,2007,WD ,113000.0,Train
1731,1753,2126,907135080,20,RL,70.0,16561,Pave,NA,1,Low,3,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,5,4,2,6,549.0,2,0.0,548.0,1097.0,GasA,4,Y,3.0,1097,0,0,1097,1.0,0.0,1,1,3,1,2,6,7,0,0,Attchd,1996.0,3,1.0,242.0,2,2,2,306,0,0,0,0,0,0,4,NA,0,7,2007,WD ,147900.0,Train
1732,1754,898,908229020,30,RL,56.0,4060,Pave,NA,3,Lvl,3,Corner,2,Edwards,Feedr,Norm,1Fam,1Story,5,8,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,PConc,3,4,2,2,0.0,2,0.0,864.0,864.0,GasA,4,Y,3.0,864,0,0,864,0.0,0.0,1,0,2,1,2,4,7,0,0,NA,1980.0,0,0.0,0.0,0,0,2,0,96,0,0,0,0,0,0,NA,0,7,2009,WD ,99900.0,Train
1733,1755,1048,527453160,160,RL,24.0,2308,Pave,NA,3,Lvl,3,FR2,2,NPkVill,Norm,Norm,TwnhsE,2Story,6,6,1975,1975,Gable,CompShg,Plywood,Brk Cmn,None,0.0,2,2,CBlock,5,4,2,6,286.0,3,294.0,275.0,855.0,GasA,3,Y,3.0,855,601,0,1456,0.0,0.0,2,1,4,1,2,7,7,0,0,Attchd,1975.0,3,2.0,460.0,2,2,2,0,0,0,0,0,0,0,0,NA,0,5,2008,WD ,143000.0,Train
1734,1756,2676,903231070,50,RM,52.0,6240,Pave,NA,3,Lvl,3,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,PConc,4,4,2,2,0.0,2,0.0,816.0,816.0,GasA,2,Y,3.0,816,0,360,1176,0.0,0.0,1,0,3,1,2,6,7,1,5,Detchd,1985.0,3,2.0,528.0,2,2,2,112,0,0,0,0,0,0,3,Shed,400,9,2006,WD ,114500.0,Train
1735,1757,2498,532378220,20,RL,4824.419438431078,8789,Pave,NA,2,Lvl,3,Inside,2,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,4,4,3,4,659.0,2,0.0,253.0,912.0,GasA,2,Y,3.0,941,0,0,941,0.0,0.0,1,0,3,1,2,6,7,1,2,Attchd,1967.0,3,1.0,288.0,2,2,2,64,0,0,0,0,0,0,0,NA,0,6,2006,WD ,129200.0,Train
1736,1758,1560,911370410,120,RM,64.0,5587,Pave,NA,2,HLS,3,Inside,1,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2008,2008,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,4,2,PConc,6,4,4,7,1480.0,2,0.0,120.0,1600.0,GasA,4,Y,3.0,1652,0,0,1652,1.0,1.0,2,0,2,1,3,5,7,1,5,Attchd,2008.0,4,2.0,482.0,2,2,2,162,53,0,153,0,0,0,0,NA,0,11,2008,New,392500.0,Train
1737,1759,296,909427230,70,RL,66.0,9042,Pave,NA,3,Lvl,3,Inside,2,Crawfor,Norm,Norm,1Fam,2Story,7,9,1941,2006,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,Stone,4,5,2,7,275.0,2,0.0,877.0,1152.0,GasA,4,Y,3.0,1188,1152,0,2340,0.0,0.0,2,0,4,1,3,9,7,2,5,Attchd,1941.0,3,1.0,252.0,2,2,2,0,60,0,0,0,0,0,4,Shed,2500,5,2010,WD ,266500.0,Train
1738,1760,354,527161040,80,RL,57.0,8923,Pave,NA,2,Lvl,3,Inside,2,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,5,4,2,7,189.0,2,0.0,195.0,384.0,GasA,3,Y,3.0,751,631,0,1382,0.0,0.0,2,1,3,1,2,7,7,1,4,BuiltIn,1998.0,4,2.0,396.0,2,2,2,256,0,0,0,0,0,0,0,NA,0,2,2009,WD ,177500.0,Train
1739,1761,970,923201100,20,RL,75.0,12518,Pave,NA,2,Lvl,3,Inside,2,Mitchel,Norm,Norm,1Fam,1Story,5,7,1968,1968,Gable,CompShg,HdBoard,HdBoard,BrkFace,182.0,2,2,CBlock,4,4,2,6,532.0,2,0.0,476.0,1008.0,GasA,3,Y,3.0,1008,0,0,1008,0.0,0.0,1,0,3,1,3,6,7,0,0,Attchd,1968.0,3,1.0,384.0,2,2,2,144,0,0,0,0,0,0,3,NA,0,4,2009,WD ,139500.0,Train
1740,1762,884,907420040,60,RL,85.0,11069,Pave,NA,3,Lvl,3,Corner,2,CollgCr,Norm,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,5,4,2,2,0.0,2,0.0,608.0,608.0,GasA,4,Y,3.0,608,788,0,1396,0.0,0.0,2,1,3,1,3,6,7,1,5,BuiltIn,2007.0,4,2.0,440.0,2,2,2,100,36,0,0,0,0,0,0,NA,0,7,2009,WD ,170000.0,Train
1741,1763,1894,534403290,60,RL,80.0,8800,Pave,NA,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,2Story,6,7,1964,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,306.0,2,3,CBlock,4,4,2,6,414.0,2,0.0,431.0,845.0,GasA,4,Y,3.0,845,1309,0,2154,0.0,0.0,2,1,5,1,2,8,7,1,5,Attchd,1964.0,3,2.0,539.0,2,2,2,0,0,0,0,161,0,0,3,NA,0,7,2007,WD ,224500.0,Train
1742,1764,450,528168030,60,RL,96.0,13262,Pave,NA,2,Lvl,3,Inside,2,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Stone,186.0,3,2,PConc,5,4,2,2,0.0,2,0.0,1082.0,1082.0,GasA,4,Y,3.0,1105,1295,0,2400,0.0,0.0,3,1,4,1,3,10,7,1,5,BuiltIn,2003.0,4,3.0,730.0,2,2,2,114,40,0,0,0,0,0,0,NA,0,6,2009,WD ,290000.0,Train
1743,1765,2031,903450060,50,RM,4258.393582632995,7758,Pave,NA,3,Lvl,3,Corner,2,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,1931,1950,Gable,CompShg,Stucco,Stucco,BrkFace,600.0,2,1,PConc,4,4,2,3,224.0,2,0.0,816.0,1040.0,GasA,4,Y,1.0,1226,592,0,1818,0.0,0.0,1,1,4,1,2,7,7,2,4,Detchd,1951.0,3,1.0,240.0,2,2,2,0,0,0,0,184,0,0,0,NA,0,6,2007,WD ,169500.0,Train
1744,1766,949,914465055,20,RL,43.0,12118,Pave,NA,2,Lvl,3,CulDSac,2,Mitchel,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,Stone,108.0,3,2,PConc,6,4,3,2,0.0,2,0.0,1710.0,1710.0,GasA,4,Y,3.0,1710,0,0,1710,0.0,0.0,2,0,3,1,3,7,7,1,5,Attchd,2004.0,4,2.0,550.0,2,2,2,100,48,0,0,180,0,0,0,NA,0,4,2009,WD ,240000.0,Train
1745,1767,1907,534476080,20,RL,80.0,9600,Pave,NA,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,6,1955,1955,Hip,CompShg,HdBoard,HdBoard,BrkFace,176.0,2,3,CBlock,4,4,2,5,368.0,2,0.0,710.0,1078.0,GasA,4,Y,3.0,1150,0,0,1150,1.0,0.0,1,0,2,1,2,6,7,0,0,Attchd,1955.0,4,1.0,288.0,2,2,2,0,0,0,0,175,0,0,3,NA,0,10,2007,WD ,144000.0,Train
1746,1768,1906,534475170,60,RL,100.0,9500,Pave,NA,3,Lvl,3,Corner,2,NAmes,Artery,Norm,1Fam,2Story,6,6,1964,1978,Gable,CompShg,VinylSd,VinylSd,BrkCmn,272.0,2,2,CBlock,4,4,2,4,442.0,2,0.0,374.0,816.0,GasA,2,Y,3.0,1127,850,0,1977,0.0,1.0,1,1,4,1,2,9,7,1,4,Attchd,1964.0,3,2.0,540.0,2,2,2,0,52,0,0,0,0,0,4,NA,0,6,2007,WD ,165000.0,Train
1747,1769,549,531452070,120,RL,50.0,7175,Pave,NA,3,Lvl,3,Inside,2,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1990,1991,Gable,CompShg,Plywood,ImStucc,None,0.0,3,2,PConc,5,4,2,2,0.0,2,0.0,1332.0,1332.0,GasA,3,Y,3.0,1332,0,0,1332,0.0,0.0,2,0,2,1,3,5,7,0,0,Attchd,1990.0,3,2.0,542.0,2,2,2,0,60,0,0,0,0,0,0,NA,0,2,2009,WD ,145000.0,Train
1748,1770,243,905475510,20,RL,6148.074470758117,11200,Pave,NA,2,Lvl,3,CulDSac,2,Edwards,Norm,Norm,1Fam,1Story,5,3,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,1,CBlock,4,4,3,2,0.0,2,0.0,1250.0,1250.0,GasA,4,Y,3.0,1298,0,0,1298,0.0,0.0,2,0,3,1,2,5,7,0,0,Detchd,1964.0,3,2.0,504.0,2,1,0,0,144,0,0,0,0,0,0,NA,0,6,2010,COD,114000.0,Train
1749,1771,1697,528110070,20,RL,110.0,14226,Pave,NA,3,Lvl,3,Corner,2,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,375.0,3,2,PConc,5,4,3,2,0.0,2,0.0,1935.0,1935.0,GasA,3,Y,3.0,1973,0,0,1973,0.0,0.0,2,0,3,1,3,9,7,1,5,Attchd,2006.0,4,3.0,895.0,2,2,2,315,45,0,0,0,0,0,0,NA,0,7,2007,New,395000.0,Train
1750,1772,2365,527450010,160,RM,24.0,2760,Pave,NA,3,Lvl,3,Inside,2,BrDale,Norm,Norm,TwnhsE,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,514.0,2,2,CBlock,4,4,2,2,0.0,2,0.0,525.0,525.0,GasA,2,Y,3.0,525,567,0,1092,0.0,0.0,1,1,3,1,2,6,7,0,0,Detchd,1973.0,3,2.0,440.0,2,2,2,0,0,0,0,0,0,0,0,NA,0,12,2006,WD ,105500.0,Train
1751,1773,310,914467040,60,RL,85.0,11050,Pave,NA,3,Lvl,3,Inside,2,Mitchel,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,5,4,2,7,615.0,2,0.0,434.0,1049.0,GasA,4,Y,3.0,1036,880,0,1916,1.0,0.0,2,1,3,1,3,8,7,1,4,Attchd,1998.0,3,3.0,741.0,2,2,2,0,70,0,0,0,0,0,0,NA,0,5,2010,WD ,254900.0,Train
1752,1774,1961,535451100,20,RL,60.0,7200,Pave,NA,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,3,1950,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,2,2,CBlock,4,4,2,3,432.0,2,0.0,432.0,864.0,GasA,1,Y,2.0,1238,0,0,1238,0.0,0.0,1,1,3,1,2,6,5,1,4,Attchd,1950.0,3,1.0,357.0,2,2,2,0,171,0,0,0,0,0,0,NA,0,11,2007,WD ,102000.0,Train
1753,1775,849,907194010,60,RL,79.0,12420,Pave,NA,3,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,5,4,2,7,666.0,2,0.0,278.0,944.0,GasA,4,Y,3.0,944,896,0,1840,1.0,0.0,2,1,3,1,3,6,7,0,0,Attchd,2001.0,3,2.0,622.0,2,2,2,0,45,0,0,0,0,0,0,NA,0,6,2009,WD ,230000.0,Train
1754,1776,2018,903233050,70,RM,51.0,6120,Pave,NA,3,Lvl,3,Inside,2,BrkSide,Norm,Norm,1Fam,2Story,5,8,1920,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,BrkTil,4,4,3,2,0.0,2,0.0,939.0,939.0,GasA,4,Y,3.0,939,574,0,1513,0.0,0.0,1,1,4,1,2,8,7,0,0,Detchd,1933.0,3,1.0,180.0,1,1,0,24,0,150,0,0,0,0,0,NA,0,5,2007,WD ,137500.0,Train
1755,1777,1328,903201030,30,RL,55.0,7111,Pave,NA,2,Bnk,3,Inside,2,BrkSide,Norm,Norm,1Fam,1Story,5,7,1928,1983,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,BrkTil,4,4,2,3,406.0,5,273.0,329.0,1008.0,GasA,2,Y,3.0,1143,0,0,1143,0.0,0.0,1,0,2,1,2,5,7,1,2,Detchd,1992.0,3,1.0,288.0,2,2,2,265,0,0,0,0,0,0,4,NA,0,7,2008,WD ,138000.0,Train
1756,1778,801,906201050,80,RL,66.0,19255,Pave,NA,2,Lvl,3,Inside,2,SawyerW,Norm,Norm,1Fam,SLvl,6,5,1983,1983,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,100.0,3,2,CBlock,5,4,3,4,70.0,7,450.0,0.0,520.0,GasA,3,Y,3.0,1338,0,0,1338,0.0,0.0,1,1,2,1,3,5,5,1,2,Attchd,1983.0,3,2.0,576.0,2,2,2,0,0,0,0,0,0,0,0,Shed,600,9,2009,WD ,156500.0,Train
1757,1779,400,527405180,20,RL,70.0,8120,Pave,NA,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,4,7,1970,1970,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,CBlock,4,4,2,6,191.0,2,0.0,673.0,864.0,GasA,4,Y,3.0,864,0,0,864,0.0,0.0,1,0,3,1,2,5,7,0,0,Detchd,1994.0,3,2.0,463.0,2,2,2,0,0,0,0,0,0,0,0,NA,0,7,2009,WD ,124500.0,Train
1758,1780,1650,527325110,60,RL,92.0,11952,Pave,NA,3,Lvl,3,Inside,2,NWAmes,PosA,Norm,1Fam,2Story,7,6,1977,1977,Mansard,WdShake,WdShing,Plywood,None,0.0,2,2,CBlock,5,4,2,2,0.0,2,0.0,808.0,808.0,GasA,2,Y,3.0,1161,808,0,1969,0.0,0.0,2,1,3,1,2,8,7,1,5,Attchd,1977.0,3,2.0,534.0,2,2,2,0,0,0,0,276,0,0,0,NA,0,11,2007,WD ,190000.0,Train
